region,rounded_price,year,manufacturer,model,condition,cylinders,fuel,transmission,drive,type,odometer_range
milwaukee,9000,2015,chevrolet,spark,good,5,gas,automatic,4wd,sedan,20k-50k
others,11000,2014,kia,sorento,excellent,4,gas,automatic,fwd,SUV,50k-100k
others,5000,1929,mercedes-benz,benz,new,5,gas,manual,4wd,convertible,0-20k
others,4000,2008,kia,rio,good,4,gas,manual,fwd,hatchback,100k-150k
others,10000,1995,chevrolet,silverado,excellent,5,gas,automatic,4wd,sedan,50k-100k
others,20000,2018,volkswagen,atlas,good,6,gas,automatic,fwd,SUV,20k-50k
raleigh / durham / CH,17000,1986,bmw,635csi,excellent,6,gas,manual,rwd,coupe,100k-150k
others,28000,2016,chevrolet,2500hd,excellent,8,gas,automatic,4wd,truck,100k-150k
others,33000,2015,mercedes-benz,gla-class gla 45,good,5,gas,other,4wd,other,20k-50k
others,14000,2017,volkswagen,passat,excellent,4,gas,automatic,fwd,sedan,50k-100k
others,20000,2020,ford,f-550,good,5,gas,automatic,4wd,other,0-20k
others,7000,2008,nissan,pathfinder le,excellent,6,gas,automatic,4wd,SUV,150k-200k
south jersey,5000,2012,ford,focus se,good,4,gas,automatic,fwd,hatchback,100k-150k
others,23000,2017,ford,escape,good,0,gas,automatic,fwd,SUV,50k-100k
others,6000,2009,dodge,grand caravan,good,5,gas,automatic,fwd,sedan,200k-300k
others,32000,2017,gmc,sierra 1500 double cab,good,6,gas,automatic,4wd,pickup,20k-50k
others,39000,2012,ford,Maserati GranTurismo S Coupe 2D,good,8,gas,other,rwd,coupe,20k-50k
south jersey,7000,2008,jeep,commander,good,5,gas,automatic,4wd,sedan,150k-200k
others,20000,2015,ram,pickup 1500,good,6,diesel,automatic,4wd,truck,100k-150k
others,15000,2017,ford,escape,good,4,gas,automatic,4wd,SUV,100k-150k
"kansas city, MO",38000,2016,chevrolet,silverado 1500,good,5,gas,automatic,4wd,pickup,50k-100k
others,11000,2009,chevrolet,silverado 1500,good,8,hybrid,automatic,rwd,truck,100k-150k
tucson,20000,2020,honda,civic,good,5,gas,automatic,4wd,sedan,20k-50k
charlotte,33000,2016,toyota,tundra double cab sr,good,8,gas,other,4wd,pickup,20k-50k
others,10000,2009,chevrolet,silverado,good,8,gas,automatic,4wd,sedan,150k-200k
others,20000,2019,cadillac,escalade esv platinum,good,5,gas,automatic,4wd,SUV,20k-50k
others,4000,2010,chevrolet,camaro,good,5,gas,manual,4wd,sedan,50k-100k
south florida,20000,2019,toyota,tacoma double cab,like new,4,gas,automatic,4wd,pickup,0-20k
others,30000,2019,ford,f150 regular cab xl pickup,good,6,other,other,4wd,pickup,0-20k
detroit metro,13000,2015,others,cooper,excellent,4,gas,automatic,fwd,sedan,50k-100k
others,34000,2014,gmc,sierra 1500 crew cab slt,good,8,gas,other,4wd,pickup,50k-100k
dallas / fort worth,16000,2008,chevrolet,silverado,good,5,gas,automatic,4wd,sedan,100k-150k
"washington, DC",28000,2015,ford,f-250 crew cab xl 4x4,good,8,gas,automatic,4wd,pickup,100k-150k
others,10000,2010,nissan,pathfinder se,excellent,5,gas,automatic,rwd,SUV,100k-150k
reno / tahoe,35000,2019,others,convertible cooper s 2d,good,5,other,other,fwd,other,0-20k
others,9000,2013,ford,smart fortwo Passion Hatchback,good,5,gas,automatic,rwd,coupe,50k-100k
others,20000,2015,acura,tlx,good,5,gas,automatic,4wd,sedan,50k-100k
san diego,17000,2010,lexus,rx 450h,good,6,hybrid,automatic,fwd,SUV,50k-100k
others,8000,2010,gmc,acadia awd,excellent,6,gas,automatic,4wd,SUV,150k-200k
charlotte,19000,2019,honda,civic,good,4,gas,automatic,fwd,sedan,0-20k
SF bay area,10000,1996,toyota,tacoma,good,5,gas,manual,4wd,sedan,150k-200k
others,20000,2003,chevrolet,silverado,excellent,8,diesel,automatic,4wd,pickup,50k-100k
others,20000,2016,jeep,cherokee,excellent,4,gas,automatic,fwd,wagon,100k-150k
north jersey,16000,2008,chevrolet,suburban,good,8,gas,automatic,4wd,SUV,100k-150k
orlando,10000,2015,chrysler,town country,good,5,gas,other,4wd,van,150k-200k
chicago,16000,2002,ford,f350 super duty diesel,good,5,diesel,automatic,4wd,sedan,200k-300k
denver,19000,2016,kia,sorento,good,6,gas,automatic,4wd,SUV,50k-100k
others,20000,2005,others,ls,salvage,6,gas,automatic,rwd,sedan,100k-150k
others,24000,2018,subaru,legacy 2.5i limited sedan,good,5,gas,other,4wd,sedan,0-20k
ft myers / SW florida,22000,2016,others,mx-5 miata grand touring,good,5,other,other,4wd,other,20k-50k
others,20000,2018,jeep,wrangler jk,good,6,gas,manual,4wd,SUV,0-20k
san diego,4000,2005,mercedes-benz,c230 kompressor,excellent,4,gas,automatic,4wd,sedan,100k-150k
others,20000,2013,honda,odyssey touring,excellent,6,gas,automatic,4wd,van,100k-150k
dallas / fort worth,20000,2019,ford,fiesta,good,4,gas,automatic,fwd,sedan,20k-50k
others,15000,2002,toyota,tacoma sr5 4x4,excellent,4,gas,manual,4wd,pickup,100k-150k
others,44000,2020,audi,s3 tfsi premium plus sedan,good,5,other,other,4wd,sedan,0-20k
others,35000,2015,ford,transit cutaway,good,6,gas,automatic,rwd,sedan,100k-150k
others,19000,2019,kia,soul,good,4,gas,other,fwd,wagon,20k-50k
san diego,30000,2017,jeep,wrangler sport suv 2d,good,6,gas,other,4wd,other,20k-50k
others,20000,2016,kia,soul,good,4,gas,automatic,fwd,sedan,50k-100k
others,29000,2018,jeep,grand cherokee limited,good,5,other,other,4wd,other,20k-50k
stockton,13000,2013,kia,optima lx,good,4,gas,automatic,fwd,sedan,50k-100k
others,42000,2019,ram,1500 crew cab big horn,good,8,gas,other,4wd,pickup,20k-50k
others,8000,2009,ford,expedition,excellent,8,gas,automatic,rwd,SUV,150k-200k
detroit metro,20000,2016,jeep,cherokee,excellent,5,gas,automatic,4wd,sedan,50k-100k
nashville,9000,2007,acura,tsx,good,4,gas,automatic,4wd,sedan,50k-100k
others,20000,1990,volkswagen,vanagon westfalia,good,4,gas,automatic,rwd,van,50k-100k
others,11000,2012,ford,escape xlt,good,6,gas,automatic,4wd,SUV,100k-150k
others,5000,2007,volkswagen,jetta gli fahrenheit,good,4,gas,manual,fwd,sedan,200k-300k
others,57000,2020,ford,f-150 lariat,good,6,gas,automatic,4wd,sedan,0-20k
others,25000,2016,chevrolet,silverado 1500,good,8,gas,automatic,rwd,truck,0-20k
others,27000,2018,nissan,murano,good,5,gas,automatic,4wd,SUV,20k-50k
others,35000,2019,ford,transit t250,excellent,5,gas,automatic,4wd,sedan,20k-50k
south florida,14000,2015,chevrolet,malibu,good,4,gas,automatic,fwd,sedan,50k-100k
columbus,20000,2013,toyota,tacoma,good,6,gas,automatic,4wd,truck,50k-100k
others,20000,1991,nissan,maxima,fair,6,gas,manual,fwd,sedan,0-20k
others,6000,2009,others,g6,excellent,4,gas,automatic,fwd,sedan,100k-150k
others,8000,2013,kia,soul,good,5,gas,automatic,fwd,wagon,50k-100k
SF bay area,20000,2017,others,xe 25t premium,good,5,gas,automatic,rwd,sedan,20k-50k
others,20000,2014,jeep,grand cherokee,good,5,gas,automatic,4wd,SUV,50k-100k
others,25000,2017,others,xf 20d premium sedan 4d,good,5,diesel,automatic,rwd,sedan,20k-50k
others,13000,2016,dodge,dart se sedan 4d,good,5,gas,other,fwd,sedan,50k-100k
grand rapids,23000,2015,ford,f-250 xl supercab 4wd,good,8,gas,automatic,4wd,pickup,100k-150k
san diego,17000,1964,ford,f100,good,5,gas,automatic,4wd,sedan,0-20k
ft myers / SW florida,20000,2001,chevrolet,silverado,fair,8,gas,automatic,fwd,truck,150k-200k
others,43000,2016,chevrolet,silverado 2500 ltz,good,5,diesel,automatic,4wd,sedan,150k-200k
others,40000,2020,acura,mdx sh-awd sport utility,good,6,gas,other,4wd,other,0-20k
others,14000,2015,chevrolet,spark ev 2lt hatchback,good,5,hybrid,other,fwd,hatchback,20k-50k
others,14000,2014,volkswagen,jetta sport wagon tdi,excellent,4,diesel,automatic,fwd,wagon,20k-50k
raleigh / durham / CH,20000,2018,kia,forte,good,5,gas,automatic,4wd,sedan,50k-100k
others,12000,2013,toyota,prius 3,like new,4,hybrid,automatic,fwd,sedan,50k-100k
others,56000,2020,ram,pickup 2500,good,5,diesel,automatic,4wd,other,0-20k
others,10000,2014,honda,accord ex-l,like new,4,gas,automatic,fwd,sedan,100k-150k
others,38000,2017,mercedes-benz,gls 450 sport,good,6,gas,other,4wd,SUV,50k-100k
others,4000,2006,ford,econoline,good,5,gas,automatic,4wd,sedan,100k-150k
others,20000,2000,toyota,4runner,excellent,6,gas,other,4wd,SUV,150k-200k
pittsburgh,13000,2015,kia,sportage,like new,4,gas,automatic,fwd,SUV,20k-50k
others,20000,2002,chevrolet,impala,fair,6,gas,automatic,fwd,sedan,200k-300k
orlando,20000,2014,bmw,5 series,excellent,5,gas,other,4wd,sedan,50k-100k
others,40000,2018,chevrolet,silverado z71 crew 4x4,like new,8,gas,automatic,4wd,truck,50k-100k
minneapolis / st paul,6000,2004,gmc,yukon xl,excellent,8,gas,automatic,4wd,SUV,200k-300k
others,20000,2014,others,qx80,good,5,gas,automatic,4wd,wagon,50k-100k
reno / tahoe,5000,2007,ford,f-550,good,8,diesel,automatic,fwd,truck,150k-200k
others,50000,2020,cadillac,xt5 sport suv 4d,good,6,gas,other,4wd,other,0-20k
reno / tahoe,8000,2005,ford,International  4300,good,5,diesel,automatic,rwd,truck,150k-200k
others,20000,2014,chevrolet,sonic lt,good,4,gas,automatic,4wd,sedan,50k-100k
south jersey,6000,2011,ford,Suzuki SX4,excellent,4,gas,automatic,fwd,sedan,150k-200k
others,40000,2015,ford,f-150,good,5,other,automatic,4wd,pickup,50k-100k
others,4000,2004,chevrolet,impala ss,excellent,6,gas,automatic,fwd,sedan,150k-200k
san diego,5000,2004,chevrolet,f-150,good,5,gas,automatic,4wd,sedan,200k-300k
others,35000,2016,ram,1500,good,6,diesel,automatic,4wd,truck,50k-100k
others,20000,2015,lexus,rx,good,6,gas,automatic,4wd,SUV,20k-50k
boston,30000,2017,jeep,wrangler sport s utility 2d,good,6,gas,other,4wd,other,20k-50k
stockton,19000,2014,mercedes-benz,e-class,excellent,5,gas,automatic,rwd,sedan,100k-150k
others,35000,2018,ram,1500,excellent,5,gas,automatic,4wd,pickup,20k-50k
others,26000,2019,acura,ilx premium pkg sedan 4d,good,5,gas,other,fwd,sedan,0-20k
others,20000,2014,honda,accord sedan,excellent,4,gas,other,4wd,sedan,20k-50k
minneapolis / st paul,20000,2004,others,xc70,excellent,5,gas,automatic,4wd,wagon,200k-300k
tampa bay area,20000,2014,bmw,m6,excellent,8,gas,other,4wd,sedan,50k-100k
others,15000,2010,ford,e250,good,5,gas,automatic,4wd,sedan,50k-100k
colorado springs,23000,2014,cadillac,ats 2.0l turbo,good,5,gas,other,4wd,sedan,0-20k
oklahoma city,6000,2016,chevrolet,trax,good,4,gas,automatic,fwd,SUV,100k-150k
others,20000,1997,ford,escort,fair,5,gas,automatic,4wd,sedan,100k-150k
seattle-tacoma,20000,2017,dodge,challenger sxt rwd gas,good,5,gas,automatic,rwd,coupe,0-20k
others,16000,2011,gmc,sierra 3500hd sle,excellent,5,gas,automatic,4wd,truck,150k-200k
new york city,20000,2005,jeep,liberty,good,5,gas,automatic,4wd,sedan,100k-150k
spokane / coeur d'alene,6000,2005,subaru,baja,fair,4,gas,manual,4wd,truck,150k-200k
new york city,5000,2011,ford,focus se,like new,4,gas,automatic,fwd,sedan,100k-150k
others,23000,2014,ford,f-150,good,6,gas,automatic,4wd,truck,20k-50k
orlando,55000,2003,ford,PETERBILT/COTTRELL,excellent,5,diesel,manual,4wd,truck,0-20k
portland,20000,2018,kia,niro lx wagon 4d,good,5,hybrid,other,fwd,wagon,20k-50k
portland,46000,2018,gmc,sierra 1500,excellent,5,gas,automatic,4wd,sedan,20k-50k
others,10000,2012,volkswagen,tiguan sel,excellent,4,gas,automatic,4wd,SUV,100k-150k
others,36000,2019,toyota,4runner sr5 sport utility,good,6,gas,other,4wd,other,20k-50k
others,20000,2015,ford,explorer sport - loaded,excellent,6,gas,automatic,4wd,SUV,50k-100k
jacksonville,17000,2012,ram,f-150,good,5,gas,automatic,fwd,pickup,100k-150k
SF bay area,24000,2020,chevrolet,equinox,good,5,gas,automatic,fwd,sedan,0-20k
phoenix,14000,2017,kia,sorento lx,like new,4,gas,automatic,fwd,SUV,50k-100k
los angeles,14000,2016,nissan,nv,good,5,gas,automatic,4wd,sedan,0-20k
others,5000,2011,others,3 s,excellent,4,gas,manual,fwd,hatchback,100k-150k
others,22000,2018,ford,f-150,good,6,gas,automatic,rwd,pickup,100k-150k
others,8000,2011,chevrolet,traverse,excellent,6,gas,automatic,4wd,SUV,100k-150k
others,30000,2014,ram,2500,good,5,gas,automatic,4wd,pickup,100k-150k
others,10000,2006,ford,f-150,good,8,gas,automatic,4wd,truck,150k-200k
others,21000,2020,others,cx-30 select package,good,4,gas,automatic,fwd,other,0-20k
colorado springs,4000,2005,dodge,durango,excellent,8,gas,automatic,4wd,SUV,150k-200k
others,4000,2014,jeep,patriot sport 4x4,good,6,gas,manual,4wd,SUV,100k-150k
others,20000,2011,others,cayenne,good,5,gas,automatic,4wd,SUV,50k-100k
minneapolis / st paul,20000,2003,ford,escape xlt,good,5,gas,automatic,4wd,sedan,200k-300k
detroit metro,5000,2007,dodge,caliber sxt,good,5,gas,automatic,4wd,sedan,100k-150k
others,31000,2017,audi,a6 3.0t premium plus sedan,good,6,gas,automatic,4wd,sedan,20k-50k
stockton,20000,2017,honda,accord sport se,excellent,4,gas,automatic,4wd,sedan,50k-100k
others,15000,2015,honda,cr-v,excellent,4,gas,automatic,4wd,SUV,100k-150k
others,4000,1998,others,s90,good,6,gas,automatic,fwd,sedan,50k-100k
others,19000,2018,ram,promaster,good,5,gas,automatic,4wd,sedan,150k-200k
others,7000,2007,mercedes-benz,benz,good,5,gas,automatic,4wd,sedan,200k-300k
others,20000,2020,ford,fusion special service,good,5,gas,automatic,4wd,sedan,0-20k
others,9000,2004,nissan,titan,good,5,gas,automatic,4wd,pickup,100k-150k
others,35000,2014,others,cayman,good,6,gas,automatic,rwd,coupe,50k-100k
others,20000,2018,ford,super duty f-250,good,8,diesel,automatic,4wd,truck,50k-100k
others,40000,2019,cadillac,xt4,good,4,gas,automatic,fwd,SUV,20k-50k
others,10000,2012,volkswagen,tiguan sel,excellent,4,gas,automatic,4wd,SUV,100k-150k
others,17000,2017,toyota,corolla le eco sedan 4d,good,5,gas,other,fwd,sedan,20k-50k
others,10000,2014,ford,fiesta,good,4,gas,automatic,fwd,hatchback,50k-100k
others,9000,1999,ford,1999,good,5,gas,automatic,4wd,sedan,150k-200k
others,14000,2012,jeep,grand cherokee laredo 4wd,good,5,gas,automatic,4wd,sedan,100k-150k
others,8000,2016,dodge,dart,excellent,5,gas,manual,fwd,sedan,100k-150k
central NJ,6000,2003,chevrolet,tahoe ls 4x4,excellent,8,gas,automatic,4wd,SUV,50k-100k
others,16000,1985,ford,AM General Water Truck,good,5,diesel,automatic,4wd,sedan,20k-50k
others,4000,2007,others,towncar,good,8,gas,automatic,rwd,other,200k-300k
des moines,8000,2011,ford,fusion,good,5,gas,automatic,4wd,sedan,20k-50k
long island,20000,2018,toyota,rav4,excellent,5,gas,automatic,4wd,wagon,50k-100k
ft myers / SW florida,46000,2015,bmw,m4 coupe 2d,good,5,gas,other,rwd,coupe,20k-50k
others,13000,2005,toyota,tundra,good,5,gas,automatic,4wd,other,150k-200k
others,9000,2007,chevrolet,f-150,good,5,gas,automatic,4wd,sedan,200k-300k
others,42000,2018,chevrolet,silverado 1500,excellent,5,gas,automatic,rwd,pickup,50k-100k
others,18000,2018,subaru,crosstrek limited,good,5,gas,automatic,4wd,sedan,20k-50k
others,41000,2017,ford,f-150,excellent,6,gas,automatic,4wd,sedan,50k-100k
detroit metro,6000,2013,chrysler,200s,excellent,6,gas,automatic,fwd,sedan,100k-150k
others,36000,2020,others,s60 t6 inscription sedan,good,5,other,other,4wd,sedan,0-20k
others,39000,2016,gmc,yukon,excellent,8,gas,automatic,rwd,SUV,50k-100k
portland,20000,2017,ford,super duty f-350 drw laria,good,8,diesel,automatic,4wd,truck,50k-100k
others,27000,2017,nissan,titan single cab sv,good,8,gas,other,4wd,pickup,20k-50k
others,28000,2018,audi,a3 premium plus sedan 4d,good,5,other,other,4wd,sedan,20k-50k
others,10000,2009,dodge,dakota,excellent,6,gas,automatic,rwd,pickup,50k-100k
others,20000,2018,toyota,4runner,good,6,gas,automatic,4wd,SUV,50k-100k
others,20000,2018,mercedes-benz,e-class,good,4,gas,automatic,rwd,sedan,0-20k
others,20000,2006,bmw,325xi,good,6,gas,automatic,4wd,sedan,150k-200k
