region,rounded_price,year,manufacturer,model,condition,cylinders,fuel,transmission,drive,type,odometer_range
others,4000,2002,bmw,530,excellent,6,gas,automatic,rwd,sedan,150k-200k
sacramento,37000,2015,gmc,yukon slt sport utility 4d,good,8,gas,other,4wd,other,50k-100k
others,12000,2015,honda,civic lx sedan,good,4,gas,automatic,fwd,sedan,50k-100k
"kansas city, MO",36000,2015,chevrolet,silverado 1500,good,5,gas,automatic,4wd,pickup,50k-100k
others,20000,2019,ford,f-350,good,5,diesel,automatic,4wd,pickup,50k-100k
others,17000,2015,volkswagen,beetle 1.8t fleet,good,5,gas,other,fwd,hatchback,20k-50k
baltimore,20000,1994,chevrolet,s10 blazer,fair,6,gas,automatic,4wd,SUV,150k-200k
others,30000,2015,toyota,tacoma v6 1 owner* trd sport* navigation*back up cam* 6-speed manual* rust free*1-owner*non smoker*bilstein toytec lift,good,6,gas,manual,4wd,pickup,100k-150k
stockton,53000,2020,ford,f-150,good,6,gas,automatic,rwd,truck,20k-50k
others,20000,2007,mercedes-benz,clk550 5.5l,excellent,8,gas,automatic,4wd,convertible,20k-50k
others,16000,2016,subaru,legacy,good,5,gas,automatic,4wd,sedan,50k-100k
"washington, DC",22000,2018,others,encore essence sport,good,5,gas,other,fwd,other,0-20k
spokane / coeur d'alene,17000,2010,ram,1500 slt sport,good,8,gas,automatic,4wd,pickup,100k-150k
others,22000,2018,volkswagen,tiguan 2.0t s sport,good,5,gas,other,fwd,other,0-20k
long island,20000,2019,chevrolet,tahoe,good,5,gas,automatic,4wd,sedan,0-20k
chicago,20000,1998,mercedes-benz,benz s500,good,8,gas,automatic,rwd,sedan,200k-300k
SF bay area,39000,2015,others,model s,excellent,5,electric,automatic,4wd,sedan,20k-50k
others,5000,2009,subaru,impreza outback sport,good,4,gas,automatic,4wd,hatchback,150k-200k
new york city,32000,2017,bmw,3 series 340i sedan 4d,good,5,gas,automatic,rwd,sedan,0-20k
others,39000,2017,others,f-pace 35t r-sport,excellent,5,gas,automatic,4wd,SUV,50k-100k
others,17000,2013,acura,tl special edition sedan,good,5,other,other,4wd,sedan,50k-100k
jacksonville,24000,2015,others,xc60 t6 platinum sport,good,5,gas,other,4wd,SUV,20k-50k
others,10000,2013,ford,fusion,excellent,5,gas,automatic,fwd,sedan,50k-100k
seattle-tacoma,20000,2009,ford,focus,fair,4,gas,automatic,fwd,sedan,200k-300k
others,22000,2017,honda,accord sport se sedan 4d,good,5,gas,other,fwd,sedan,20k-50k
portland,20000,2014,nissan,pathfinder platinum,good,6,gas,automatic,4wd,SUV,50k-100k
phoenix,35000,2017,cadillac,ct6 3.6 luxury sedan 4d,good,6,gas,other,4wd,sedan,20k-50k
others,32000,2018,ram,1500,excellent,8,gas,automatic,4wd,pickup,20k-50k
ft myers / SW florida,30000,2016,toyota,tundra,good,8,gas,automatic,4wd,pickup,150k-200k
others,4000,2004,bmw,3 series,good,6,gas,automatic,rwd,sedan,100k-150k
nashville,20000,2016,ford,f-350 sd crew cab,excellent,8,diesel,automatic,4wd,pickup,20k-50k
austin,14000,2006,dodge,2500 cummins,like new,6,diesel,automatic,4wd,sedan,100k-150k
others,4000,2006,chevrolet,malibu ss,good,5,gas,automatic,4wd,sedan,100k-150k
pittsburgh,25000,2001,chevrolet,corvette 2dr convertible,good,8,gas,manual,rwd,convertible,20k-50k
others,36000,2018,audi,s5,good,5,gas,automatic,4wd,coupe,100k-150k
others,22000,2020,volkswagen,tiguan s 4motion,good,5,gas,other,4wd,SUV,20k-50k
others,21000,2014,ram,2500 4x4 5.7l hemi 1-owner new wheels&tires,good,8,gas,automatic,4wd,pickup,100k-150k
reno / tahoe,10000,2008,acura,mdx sport pkg,good,6,other,automatic,4wd,SUV,100k-150k
minneapolis / st paul,20000,2015,ford,taurus limited,like new,6,gas,automatic,fwd,sedan,100k-150k
others,15000,2014,ram,1500,good,5,gas,automatic,4wd,sedan,150k-200k
others,8000,1999,ford,mustang gt convertible,like new,8,gas,automatic,rwd,convertible,20k-50k
others,40000,2018,toyota,tacoma crew cab short bo,good,5,gas,automatic,4wd,sedan,20k-50k
austin,28000,2019,kia,niro ev ex wagon 4d,good,5,gas,other,fwd,wagon,20k-50k
others,9000,2010,dodge,nitro,excellent,6,gas,automatic,fwd,SUV,100k-150k
others,18000,2020,kia,forte,like new,4,gas,automatic,fwd,sedan,20k-50k
sacramento,8000,2010,toyota,prius,fair,4,gas,automatic,fwd,hatchback,50k-100k
san diego,8000,2007,mercedes-benz,s63 amg,good,5,gas,automatic,fwd,sedan,100k-150k
others,42000,2020,audi,a6 45 tfsi premium plus,good,5,gas,other,4wd,sedan,20k-50k
others,55000,2016,toyota,tundra 4wd truck,good,8,gas,automatic,4wd,truck,20k-50k
others,9000,2013,others,6,good,5,gas,automatic,4wd,sedan,50k-100k
san diego,20000,2007,ford,escape,excellent,4,gas,automatic,fwd,SUV,20k-50k
stockton,22000,2013,chevrolet,silverado,good,5,other,automatic,4wd,pickup,150k-200k
tampa bay area,29000,2018,lexus,es 350,good,6,gas,automatic,fwd,sedan,0-20k
"st louis, MO",44000,2016,ford,super duty f-350,good,8,diesel,automatic,4wd,sedan,100k-150k
others,16000,2007,mercedes-benz,benz s550,excellent,8,gas,automatic,4wd,sedan,50k-100k
rochester,13000,2014,subaru,forester 2.0i premium,excellent,4,gas,automatic,4wd,SUV,50k-100k
inland empire,20000,2015,gmc,sierra 1500,good,5,gas,automatic,rwd,sedan,100k-150k
others,24000,2015,ford,f250 crew 4x4,good,8,gas,automatic,4wd,sedan,150k-200k
others,9000,2010,nissan,armada,good,5,gas,automatic,4wd,SUV,200k-300k
des moines,10000,2014,chevrolet,express cargo van,good,5,gas,automatic,rwd,van,200k-300k
atlanta,12000,2012,gmc,acadia,good,6,gas,automatic,4wd,SUV,100k-150k
others,20000,2000,toyota,camry le,fair,4,gas,automatic,fwd,sedan,200k-300k
others,21000,2015,ford,explorer,excellent,5,gas,automatic,4wd,sedan,50k-100k
others,20000,1995,ford,f150,good,8,gas,automatic,4wd,sedan,150k-200k
denver,6000,1957,others,starchief,good,5,gas,automatic,4wd,sedan,0-20k
dallas / fort worth,21000,2019,others,mazda3 hatchback 4d,good,5,other,other,fwd,hatchback,0-20k
others,20000,2001,gmc,new sierra 1500,good,8,gas,automatic,4wd,truck,200k-300k
ft myers / SW florida,24000,2015,ford,f-150,good,5,gas,automatic,fwd,pickup,100k-150k
others,34000,2013,lexus,ls 460 sedan 4d,good,8,gas,other,rwd,sedan,20k-50k
north jersey,38000,2016,chevrolet,camaro ss coupe 2d,good,8,gas,other,rwd,coupe,0-20k
others,17000,2014,ford,transit connect,excellent,4,gas,automatic,fwd,van,20k-50k
others,35000,2013,ram,1500 laramie longhorn editi,good,8,gas,automatic,4wd,truck,50k-100k
others,7000,2011,others,xc60,good,5,gas,automatic,4wd,sedan,150k-200k
raleigh / durham / CH,7000,2008,mercedes-benz,benz e350,good,5,gas,automatic,4wd,sedan,150k-200k
atlanta,22000,2015,acura,rdx tech,like new,5,gas,automatic,4wd,SUV,50k-100k
new york city,10000,2010,others,m35,good,6,gas,automatic,4wd,sedan,100k-150k
others,39000,2017,nissan,titan xd crew cab sv,good,8,gas,other,4wd,pickup,20k-50k
others,4000,2001,chevrolet,express,fair,5,gas,manual,4wd,truck,200k-300k
colorado springs,23000,2017,ford,flex,good,6,gas,automatic,4wd,wagon,50k-100k
others,26000,2014,chevrolet,silverado 1500,excellent,8,gas,automatic,4wd,truck,100k-150k
minneapolis / st paul,23000,2018,volkswagen,golf gti s hatchback,good,5,gas,other,fwd,sedan,20k-50k
others,23000,2012,toyota,tacoma access cab pickup,good,5,gas,other,4wd,pickup,20k-50k
boston,14000,2013,volkswagen,beetle,like new,4,gas,automatic,fwd,hatchback,20k-50k
others,10000,2008,ford,HUMMER H3,excellent,5,gas,automatic,4wd,SUV,150k-200k
austin,37000,2019,chevrolet,silverado 1500 crew,good,8,gas,other,4wd,pickup,0-20k
chicago,37000,2019,honda,ridgeline rtl pickup 4d 5,good,6,gas,other,4wd,pickup,0-20k
stockton,20000,2009,others,cooper,good,5,gas,automatic,4wd,sedan,50k-100k
others,33000,2019,volkswagen,atlas se 4motion,good,6,gas,other,4wd,other,0-20k
inland empire,12000,1995,chevrolet,corvette,excellent,8,gas,automatic,rwd,coupe,50k-100k
"st louis, MO",14000,2005,chrysler,crossfire limited,excellent,6,gas,manual,rwd,convertible,20k-50k
stockton,20000,2014,chevrolet,camaro ls coupe 2d,excellent,6,gas,automatic,rwd,coupe,100k-150k
others,20000,2017,bmw,5 series,good,4,gas,automatic,rwd,sedan,50k-100k
others,26000,2018,others,outlander phev gt,good,5,electric,other,4wd,SUV,0-20k
others,18000,2018,toyota,c-hr,good,4,gas,automatic,fwd,sedan,20k-50k
des moines,29000,2014,ford,f-150 platinum,good,5,other,automatic,4wd,pickup,100k-150k
others,18000,2016,hyundai,tucson,good,4,gas,automatic,4wd,SUV,20k-50k
ft myers / SW florida,20000,1975,ford,Rolls Royce Silver Shadow,good,8,gas,automatic,rwd,sedan,0-20k
others,28000,2020,nissan,altima,good,5,gas,automatic,4wd,sedan,0-20k
others,7000,2011,chevrolet,malibu lt,good,6,gas,automatic,fwd,sedan,100k-150k
albuquerque,20000,2009,honda,civic sdn 4dr man lx,good,5,gas,manual,fwd,sedan,200k-300k
atlanta,33000,2016,ford,expedition el limited sport,good,6,gas,other,4wd,other,50k-100k
stockton,12000,2015,hyundai,azera,good,6,gas,automatic,fwd,sedan,50k-100k
SF bay area,9000,2007,chevrolet,tahoe ppv,good,8,gas,automatic,4wd,sedan,100k-150k
portland,11000,2014,ford,escape se awd,excellent,5,gas,automatic,4wd,SUV,50k-100k
others,20000,2008,ford,f-450,good,5,diesel,automatic,4wd,other,100k-150k
north jersey,22000,2011,ford,ranger super cab xlt pickup,good,6,gas,other,4wd,pickup,20k-50k
denver,6000,2005,toyota,sienna,good,6,gas,automatic,4wd,mini-van,200k-300k
des moines,18000,2009,jeep,wrangler,good,5,gas,manual,4wd,sedan,100k-150k
los angeles,58000,2018,mercedes-benz,cls,like new,8,gas,automatic,rwd,coupe,0-20k
others,8000,2009,nissan,murano 2wd 4dr sl,excellent,6,gas,automatic,rwd,SUV,150k-200k
albuquerque,20000,2014,others,qx70,good,5,gas,automatic,4wd,SUV,50k-100k
long island,6000,1999,ford,f350,good,8,diesel,automatic,4wd,pickup,200k-300k
others,11000,2017,ford,fusion,excellent,4,gas,automatic,fwd,sedan,100k-150k
"kansas city, MO",4000,2007,toyota,prius,good,4,hybrid,automatic,fwd,hatchback,200k-300k
des moines,13000,2013,ford,e-series cargo,good,5,gas,automatic,rwd,sedan,100k-150k
others,37000,2020,chevrolet,colorado rst 4x4 gas,good,5,gas,automatic,4wd,truck,20k-50k
others,43000,2012,ford,super duty f-350 drw,good,8,diesel,automatic,4wd,truck,100k-150k
others,5000,2008,nissan,quest,like new,6,gas,automatic,fwd,mini-van,50k-100k
others,10000,2013,chrysler,town and country,good,5,gas,automatic,fwd,mini-van,100k-150k
central NJ,28000,2015,ford,f 350,good,5,gas,automatic,4wd,sedan,100k-150k
south florida,23000,2015,hyundai,genesis coupe 3.8 2d,good,6,gas,other,rwd,coupe,20k-50k
atlanta,20000,2014,dodge,challenger,like new,6,gas,automatic,rwd,coupe,100k-150k
las vegas,24000,2014,chevrolet,silverado 1500 double cab,good,8,other,automatic,4wd,pickup,50k-100k
grand rapids,18000,2013,jeep,wrangler sahara,good,6,gas,automatic,4wd,sedan,150k-200k
others,7000,2006,toyota,highlander limited awd,excellent,6,gas,automatic,4wd,SUV,150k-200k
others,17000,2012,gmc,sierra,good,5,gas,automatic,4wd,sedan,150k-200k
others,8000,2009,honda,pilot awd,excellent,5,gas,automatic,4wd,sedan,150k-200k
others,20000,2006,nissan,sentra,good,5,gas,manual,4wd,sedan,200k-300k
others,29000,2017,lexus,rx 350 sport utility 4d,good,6,gas,other,fwd,SUV,50k-100k
others,34000,2018,audi,a5 premium plus coupe 2d,good,5,other,other,4wd,coupe,0-20k
others,7000,2013,ford,fusion,good,5,gas,automatic,4wd,sedan,100k-150k
others,7000,2009,toyota,matrix s awd,excellent,4,gas,automatic,4wd,SUV,100k-150k
milwaukee,20000,2013,chevrolet,suburban,like new,8,gas,automatic,4wd,pickup,0-20k
others,30000,2020,chevrolet,express cargo,excellent,5,gas,automatic,rwd,sedan,20k-50k
others,5000,2012,kia,forte ex,like new,4,gas,automatic,4wd,sedan,100k-150k
central NJ,17000,2008,ford,super duty f-350 srw,good,8,gas,automatic,4wd,sedan,100k-150k
seattle-tacoma,53000,2020,ford,f150 xlt fx4 4x4 half ton,good,5,gas,automatic,4wd,truck,0-20k
tampa bay area,20000,2016,nissan,370z,excellent,6,gas,other,rwd,coupe,0-20k
others,8000,2007,chevrolet,silverado 1500,good,8,gas,automatic,rwd,pickup,150k-200k
stockton,42000,2009,ford,2009 freightliner,good,0,diesel,manual,fwd,truck,500k+
others,5000,2005,honda,civic hybrid,good,5,gas,automatic,4wd,sedan,100k-150k
others,35000,2020,cadillac,ct5 premium luxury,good,5,other,other,4wd,sedan,0-20k
others,22000,2010,nissan,370z roadster 2d,good,5,other,other,rwd,convertible,0-20k
others,20000,2019,others,outlander se sport,good,5,gas,other,4wd,SUV,20k-50k
others,35000,2019,dodge,charger,good,5,gas,automatic,rwd,sedan,20k-50k
minneapolis / st paul,37000,2015,ram,5500 tradesman - 12ft box,excellent,6,diesel,automatic,4wd,van,100k-150k
others,5000,2010,volkswagen,jetta,good,5,gas,automatic,4wd,sedan,100k-150k
others,12000,2012,jeep,grand cherokee,excellent,6,gas,automatic,4wd,SUV,100k-150k
others,20000,2020,ford,f350 deisel power stroke,good,5,diesel,automatic,4wd,truck,0-20k
others,22000,2015,subaru,xv crosstrek,good,4,gas,automatic,4wd,SUV,50k-100k
others,20000,2009,toyota,corolla,good,4,gas,automatic,fwd,sedan,100k-150k
nashville,8000,2009,acura,tsx,good,4,gas,automatic,fwd,sedan,100k-150k
orlando,10000,2008,ford,f250 super duty 4x4,good,8,diesel,automatic,4wd,sedan,200k-300k
others,25000,2013,bmw,1 series 135i convertible 2d,good,5,gas,other,rwd,other,20k-50k
others,44000,2020,acura,mdx sh-awd w/technology,good,6,gas,other,4wd,other,0-20k
others,14000,2012,mercedes-benz,benz glk 350,excellent,6,gas,automatic,rwd,SUV,100k-150k
others,6000,2003,toyota,4runner,good,8,gas,automatic,4wd,SUV,300k-400k
others,20000,2018,ford,f-150,good,5,gas,automatic,4wd,sedan,20k-50k
others,27000,2020,toyota,tacoma access cab sr5,good,5,gas,other,4wd,pickup,0-20k
others,20000,2016,lexus,gx 460,good,8,gas,automatic,4wd,SUV,20k-50k
stockton,20000,2011,jeep,wrangler,good,5,gas,automatic,4wd,SUV,100k-150k
others,10000,2008,honda,pilot,excellent,5,gas,automatic,fwd,SUV,100k-150k
others,24000,2014,ram,f-150,good,5,gas,automatic,4wd,sedan,100k-150k
baltimore,18000,2019,kia,soul wagon 4d,good,5,gas,other,fwd,wagon,0-20k
stockton,9000,2008,lexus,rx 350,excellent,6,gas,automatic,4wd,SUV,100k-150k
north jersey,11000,2012,others,cooper s countryman,good,5,gas,manual,4wd,SUV,50k-100k
dallas / fort worth,33000,2016,others,cayenne,good,5,gas,automatic,4wd,SUV,50k-100k
boston,19000,2016,others,mazda6 i touring sedan 4d,good,5,diesel,automatic,fwd,sedan,20k-50k
others,20000,2013,toyota,highlander,excellent,6,gas,automatic,4wd,SUV,50k-100k
others,20000,2018,mercedes-benz,e-class,good,4,gas,automatic,rwd,sedan,0-20k
houston,22000,2018,hyundai,santa fe sport,good,4,gas,automatic,fwd,SUV,20k-50k
others,8000,2008,bmw,328xi,good,5,gas,manual,4wd,sedan,100k-150k
tucson,20000,2018,chevrolet,f-150,excellent,5,gas,manual,4wd,sedan,0-20k
milwaukee,20000,2005,chevrolet,malibu maxx,good,6,gas,automatic,fwd,hatchback,200k-300k
others,9000,2011,ford,ranger,good,5,gas,automatic,4wd,sedan,150k-200k
others,4000,2003,gmc,f-150,good,6,gas,automatic,4wd,SUV,150k-200k
others,20000,1997,dodge,dakota slt,fair,8,gas,automatic,rwd,pickup,150k-200k
others,11000,2011,toyota,camry,excellent,4,gas,automatic,4wd,sedan,100k-150k
others,40000,2019,ford,Genesis G70 3.3T Advanced Sedan,good,5,other,other,rwd,sedan,0-20k
others,8000,2007,toyota,sequoia sr5 4x4,excellent,8,gas,automatic,4wd,SUV,200k-300k
houston,7000,2016,nissan,versa note sv hatchback,good,5,diesel,automatic,4wd,sedan,20k-50k
minneapolis / st paul,7000,2009,kia,rondo lx,good,4,gas,automatic,4wd,sedan,50k-100k
columbus,20000,2017,subaru,outback,good,4,gas,automatic,4wd,wagon,50k-100k
others,9000,2012,hyundai,tucson,excellent,5,gas,automatic,4wd,SUV,100k-150k
others,10000,1997,ford,f250 super duty,good,8,diesel,automatic,rwd,pickup,300k-400k
others,20000,2006,nissan,sentra,fair,4,gas,automatic,fwd,sedan,150k-200k
others,4000,2003,ford,taurus ses,good,6,gas,automatic,fwd,sedan,100k-150k
others,10000,2013,dodge,journey,excellent,6,gas,automatic,fwd,SUV,100k-150k
others,20000,2007,ford,mustang gt,good,5,gas,automatic,4wd,sedan,100k-150k
others,32000,2020,others,mx-5 miata club,good,5,gas,other,rwd,other,0-20k
south florida,27000,2017,others,hardtop 2 door john cooper,good,5,other,other,fwd,hatchback,20k-50k
others,51000,2011,ford,500,good,6,diesel,automatic,4wd,pickup,20k-50k
others,15000,2015,chevrolet,impala lt,excellent,6,gas,automatic,fwd,sedan,50k-100k
others,27000,2017,others,qx50 sport utility 4d,good,5,other,other,4wd,hatchback,0-20k
others,12000,2010,acura,tsx,good,4,gas,automatic,4wd,sedan,100k-150k
sacramento,4000,2002,toyota,prius,excellent,5,hybrid,automatic,fwd,sedan,150k-200k
others,21000,2012,ford,isuzu npr,good,4,diesel,automatic,rwd,sedan,100k-150k
others,8000,2009,chevrolet,suburban lt,good,8,gas,automatic,4wd,sedan,200k-300k
houston,18000,2014,lexus,is,good,5,gas,automatic,4wd,sedan,100k-150k
others,29000,2014,chevrolet,silverado 1500 lt 4x4,excellent,8,gas,automatic,4wd,pickup,50k-100k
los angeles,12000,2004,toyota,4runner,good,8,gas,automatic,4wd,SUV,150k-200k
seattle-tacoma,20000,2018,toyota,corolla im base,good,4,gas,automatic,fwd,hatchback,20k-50k
central NJ,49000,2017,mercedes-benz,mercedes-amg,good,8,gas,automatic,rwd,sedan,20k-50k
others,12000,2013,ford,escape 4wd 4dr sel,good,4,gas,automatic,4wd,SUV,50k-100k
others,26000,2010,chevrolet,camaro,good,8,gas,automatic,rwd,coupe,0-20k
others,33000,2008,gmc,sierra 2500hd,like new,8,diesel,automatic,4wd,truck,50k-100k
las vegas,7000,2008,kia,sportage ex,excellent,4,gas,automatic,rwd,SUV,50k-100k
others,15000,2013,bmw,x5,good,6,gas,automatic,4wd,SUV,50k-100k
others,35000,2005,chevrolet,ssr,like new,8,gas,automatic,rwd,pickup,0-20k
others,20000,2006,ford,fusion se,fair,4,gas,automatic,fwd,sedan,100k-150k
columbus,8000,2014,chevrolet,equinox,excellent,4,gas,automatic,fwd,sedan,50k-100k
others,9000,2011,dodge,grand caravan,like new,5,gas,automatic,4wd,van,150k-200k
sacramento,20000,2002,chevrolet,malibu,good,6,gas,automatic,4wd,sedan,100k-150k
phoenix,14000,2015,honda,crv,excellent,4,gas,automatic,fwd,SUV,50k-100k
others,23000,2012,toyota,tacoma access cab pickup,good,5,gas,other,4wd,pickup,20k-50k
"st louis, MO",5000,2010,ford,fusion sel,good,4,gas,automatic,fwd,sedan,0-20k
others,17000,2018,chevrolet,trax lt,good,5,gas,automatic,4wd,SUV,0-20k
others,4000,2004,bmw,x3,good,6,gas,automatic,4wd,SUV,150k-200k
tampa bay area,26000,2017,toyota,tacoma,good,6,gas,automatic,rwd,pickup,50k-100k
others,20000,2014,chevrolet,1500,good,5,gas,automatic,4wd,sedan,50k-100k
others,49000,2020,jeep,wrangler unlimi,excellent,5,gas,automatic,4wd,SUV,0-20k
raleigh / durham / CH,25000,2006,gmc,c7500 dump truck,good,6,gas,automatic,4wd,sedan,150k-200k
others,29000,2010,chevrolet,camaro ss coupe 2d,good,8,gas,other,rwd,coupe,0-20k
others,31000,2018,ford,explorer,good,5,gas,automatic,fwd,SUV,50k-100k
others,8000,2007,mercedes-benz,benz gl450,excellent,8,gas,automatic,4wd,sedan,100k-150k
"washington, DC",8000,2006,ford,touring,excellent,6,gas,automatic,4wd,sedan,50k-100k
los angeles,9000,2012,chevrolet,traverse,good,6,gas,automatic,4wd,SUV,100k-150k
others,14000,2015,nissan,rogue,excellent,5,gas,automatic,fwd,SUV,50k-100k
jacksonville,4000,2004,honda,cr-v,good,4,gas,automatic,fwd,SUV,200k-300k
others,6000,2014,chevrolet,sonic ls,excellent,4,gas,automatic,fwd,sedan,50k-100k
others,23000,2006,ram,f-150,good,5,diesel,automatic,4wd,pickup,200k-300k
"st louis, MO",16000,2017,chevrolet,sonic,good,5,gas,automatic,fwd,sedan,20k-50k
others,40000,2020,ford,mustang gt coupe 2d,good,8,gas,other,rwd,coupe,0-20k
others,20000,2016,dodge,charger,good,6,gas,automatic,rwd,sedan,50k-100k
others,16000,2016,ford,Scion iM Hatchback 4D,good,5,gas,other,fwd,hatchback,20k-50k
denver,30000,2019,honda,cr-v,excellent,4,gas,automatic,4wd,SUV,20k-50k
others,20000,2004,cadillac,srx,good,8,gas,automatic,rwd,SUV,100k-150k
orlando,18000,2008,jeep,wrangler unlimited,like new,6,gas,automatic,rwd,SUV,100k-150k
others,13000,2014,toyota,sienna,good,6,gas,automatic,fwd,van,100k-150k
tampa bay area,46000,2016,others,f-150,excellent,5,gas,automatic,4wd,SUV,50k-100k
others,7000,2010,nissan,maxima 3.5 sv,good,6,gas,automatic,fwd,sedan,100k-150k
spokane / coeur d'alene,4000,2005,toyota,corolla s,good,5,gas,automatic,4wd,sedan,100k-150k
others,15000,2017,others,mazda6,good,4,gas,automatic,fwd,sedan,50k-100k
others,20000,2015,ford,Scion FR-S,excellent,4,gas,other,4wd,coupe,50k-100k
"washington, DC",46000,2011,ford,Series,good,6,gas,automatic,4wd,sedan,20k-50k
denver,20000,2011,ford,F-150,good,6,gas,automatic,4wd,pickup,0-20k
others,34000,2020,jeep,wrangler unlimited,like new,6,gas,automatic,4wd,wagon,0-20k
orlando,24000,2015,toyota,tacoma,good,4,gas,automatic,rwd,pickup,50k-100k
others,25000,2017,others,q50,excellent,5,gas,automatic,4wd,sedan,100k-150k
others,25000,2008,ford,f250 extra cab 4x4 diesel,excellent,8,diesel,automatic,4wd,pickup,100k-150k
others,19000,2016,others,enclave leather sport,good,5,other,other,fwd,other,50k-100k
others,7000,2002,ford,ranger supercab edge,good,5,gas,automatic,4wd,sedan,150k-200k
others,50000,2020,mercedes-benz,e-class e 350,good,5,other,other,4wd,sedan,0-20k
others,20000,2003,chevrolet,silverado 2500hd lt c,good,5,diesel,automatic,4wd,truck,0-20k
others,20000,2006,chevrolet,silverado,good,5,diesel,automatic,4wd,pickup,200k-300k
others,58000,2019,ford,f150 limited 4wd,good,5,gas,automatic,4wd,sedan,20k-50k
others,18000,2012,nissan,titan,excellent,8,gas,automatic,4wd,truck,100k-150k
columbus,27000,2015,ford,expedition,excellent,5,gas,automatic,4wd,SUV,100k-150k
others,19000,2014,ford,explorer,good,6,gas,automatic,4wd,SUV,100k-150k
seattle-tacoma,20000,2018,dodge,durango,good,6,gas,automatic,4wd,SUV,50k-100k
others,7000,2003,cadillac,escalade,excellent,5,gas,automatic,4wd,SUV,150k-200k
others,7000,2010,others,mazda3,good,5,gas,automatic,4wd,sedan,100k-150k
others,20000,2002,toyota,tacoma,good,5,gas,automatic,fwd,pickup,200k-300k
others,12000,1980,ford,International Scout Traveler,good,5,gas,automatic,4wd,sedan,50k-100k
pittsburgh,25000,2014,dodge,challenger,good,8,gas,manual,rwd,coupe,50k-100k
chicago,22000,2017,others,mkx,good,5,gas,automatic,4wd,sedan,20k-50k
denver,18000,2017,hyundai,santa fe se,good,5,gas,automatic,4wd,hatchback,50k-100k
others,11000,2009,lexus,es 350,good,6,gas,automatic,fwd,sedan,100k-150k
others,24000,2011,gmc,sierra denali 6.2 4x4,excellent,8,gas,automatic,4wd,truck,100k-150k
colorado springs,6000,2008,chevrolet,silverado 1500,excellent,8,gas,automatic,4wd,truck,200k-300k
central NJ,14000,2004,ford,f250 super duty lariat,excellent,8,diesel,automatic,4wd,truck,150k-200k
others,47000,2015,chevrolet,corvette,good,5,gas,manual,4wd,coupe,20k-50k
others,20000,2016,nissan,altima,good,6,gas,automatic,fwd,sedan,50k-100k
des moines,19000,1989,others,trans am gta,excellent,8,gas,automatic,rwd,hatchback,50k-100k
others,17000,2013,nissan,armada,good,8,gas,automatic,4wd,SUV,50k-100k
houston,17000,2012,others,c70 t5 convertible 2d,good,5,other,other,fwd,other,50k-100k
los angeles,20000,2003,chrysler,pt cruiser,good,5,gas,manual,4wd,sedan,0-20k
others,6000,2009,nissan,rogue s awd,good,5,gas,automatic,4wd,sedan,100k-150k
others,15000,2019,others,mirage g4 rf sedan 4d,good,5,gas,other,fwd,sedan,0-20k
others,40000,2001,ford,excursion diesel limited,excellent,5,diesel,automatic,4wd,sedan,100k-150k
others,40000,2020,ford,mustang gt premium coupe 2d,good,8,gas,other,rwd,coupe,0-20k
others,23000,2018,acura,ilx technology plus and,good,5,other,automatic,fwd,sedan,0-20k
others,27000,2020,hyundai,sonata sel plus sedan 4d,good,5,gas,other,fwd,sedan,0-20k
others,20000,1996,ford,explorer,good,5,gas,automatic,4wd,sedan,200k-300k
others,8000,2010,toyota,prius v,excellent,4,hybrid,automatic,4wd,other,150k-200k
oklahoma city,20000,2008,others,m35,excellent,6,gas,automatic,4wd,sedan,100k-150k
others,17000,2015,honda,cr-v,good,4,gas,automatic,4wd,SUV,100k-150k
others,40000,2020,ford,mustang gt coupe 2d,good,8,gas,other,rwd,coupe,0-20k
others,20000,2018,ford,f-150,good,5,gas,automatic,4wd,pickup,20k-50k
others,20000,2014,dodge,grand caravan,excellent,6,gas,automatic,4wd,mini-van,100k-150k
others,6000,2008,ford,SubaruTribecca,good,6,gas,automatic,4wd,SUV,100k-150k
minneapolis / st paul,40000,2019,chevrolet,silverado 1500 ld,good,8,gas,other,4wd,pickup,20k-50k
boston,8000,2011,honda,pilot lx,like new,6,gas,automatic,4wd,sedan,200k-300k
others,13000,2015,chevrolet,silverado,excellent,8,gas,automatic,4wd,pickup,200k-300k
others,5000,2008,dodge,charger,good,8,gas,automatic,fwd,sedan,100k-150k
others,8000,2017,chevrolet,sonic rs,like new,4,gas,automatic,fwd,sedan,50k-100k
others,13000,2014,kia,sorento,good,6,gas,automatic,4wd,SUV,50k-100k
others,9000,2014,chevrolet,traverse,good,6,gas,automatic,fwd,sedan,150k-200k
others,9000,2011,nissan,juke fwd s,like new,4,gas,automatic,fwd,sedan,50k-100k
long island,20000,2018,ford,expedition+max,excellent,5,gas,automatic,4wd,SUV,50k-100k
others,34000,2007,ford,Hino 268,good,6,diesel,automatic,rwd,truck,150k-200k
others,14000,2015,chrysler,200,excellent,5,gas,automatic,fwd,sedan,100k-150k
others,21000,2013,jeep,wrangler,good,6,gas,manual,4wd,offroad,50k-100k
rochester,32000,2018,ram,1500 quad cab harvest pickup,good,6,gas,other,4wd,pickup,20k-50k
others,30000,2007,gmc,sierra,excellent,8,gas,automatic,4wd,truck,100k-150k
others,31000,2014,ford,f150 supercrew cab fx4,good,5,other,other,4wd,pickup,50k-100k
